text,class
"Hi chamaaa....first comment eka magen....❤❤❤",positive
"5:47 කට පුක වෙලා 😂chiken නැතුව",negative
"First view eka,first comment eka mgen",positive
"Good video chama bro",positive
"bro manjal Restaurant??",neutral
"කොත්තු දාන විදිහත් පෙන්නනවා නම් හොඳයි කියලයි මම හිතන්නෙ.",neutral
"Stage kefe kottu one brooo❤❤❤❤",neutral
"Kavee Catering - Niwandana ja-ela.. Full Chicken Koththuwak kamu...",neutral
"ane sory aiye chiken dala ekak oyage gedaratama ewannm ape atin una deta samawenna",neutral
"සුපිරි...❤",positive
"Homagama diyons food try krmu",neutral
"set na",negative
"chama balangoda RICH PAPA eke chicken chees kottuwa try karanna",neutral
"1 comment ❤",neutral
"Shanaya pitakotte Dolphin Kottu eka try kranda",neutral
"Cheese koththuwa 1500 - 200yk dila chiken add kragnna puluwan",neutral
"Thnks chama",positive
"Frist koment mgen ayye❤",positive
"කැරිම ඩයට් කිරිල්ලික් යකෝ.ඕක පිපිරෙයි😆😂",negative
"Monawada machan me. Mati guli wagene",negative
"Niyamayi chams ayya 😋😋😋",positive
"Addeh වමෙන් නේද කන්නෙ",neutral
"Wattala Aroma eka try karala video ekak oni.",neutral
"Supiri aiye❤❤",positive
"Chama kiribathgoda SANARA MANDIRA  eke XXL mix Rice eka try karanna...february wala 20% OFF ,family ekakata highly recommended .❤",neutral
"Bro wattala Ritz try kelande !!!!",neutral
"Munam maussayek wenda be ade kottu dekak 😢😢😅",negative
"Mmmmm..",neutral
"Woow 😋😋",positive
"හාෆ් කොත්තුවක් කන ගමන් බලන්න පටන් ගත්තෙ.... තාම කොත්තුව ඉවරත් නෑ...විඩියො එක ඉවර වෙන්නත් ලගයි 😢😢😢",negative
":eyes-purple-crying:",negative
"ආසන්න වශයෙන් නෙමෙයි දෙන්නෙක්ට කන්න පුලුවන්😂",positive
"Loop eke mix chopsy rice ekkath kannako",neutral
"Maru first comment❤",positive
"Yummy",positive
"Negombo beach road ek jonny food ekn try krnn",neutral
"චිකන් වෙනුවට චිස් වැඩි එකෙ 😂",negative
"First Comment❤",positive
"Meka viral weida😢😢😢😢😢😢❤",neutral
"Food review balnne muge vitharai 👌",positive
"🔥",positive
"Rukaththana handiye thiyenawa samanala kiyala restaurant ekak eken kala balanna. Nasiya ehema patta",neutral
"kadane nine eleven eke thiyena mixed rice eka kala balanna pls",neutral
"nice",positive
"Supiri ❤",positive
"Ambo eka❤",positive
"❤❤Chama",positive
"මීට අවුරුදු දහයකට විස්සකට කලින් ඔබ වැනි පස්දෙනෙක් අපේ සමාජයේ පිළිබිඹු වුණා නම් අද රට යම් වෙනසක් වෙලා තියෙන්නත් තිබුණා..",positive
"රට දියුණු වෙන්න  මේ වැනි දැනුම රටක ජනතාවට ලැබෙන්න ඕන... ඔබ තුමා තනියම දරණ ප්‍රයත්නයට... හිස නමා ආචාරය ... රුචිර සර්..❤",positive
"පට්ට වටිනවා සල්ලි අරන් උගන්නනෙ සමහර උන් සම්පූර්ණ එකක් කරන්න සර්",positive
"ඔබ තුමා නම් දැනුම් සාගරයක්,තොරතුරු හොයාගෙන අධ්‍යානය කරලා ලෝබ නැතිව සමාජය දැනුවත් කිරීම පොඩි පිනක් නොවෙයි ,ජයම වේවා ❤ තෙරුවන් සරණයි !",positive
"තමන්ගේ මූලය , ආයෝජන දැනුම හැමෝටම බෙදාදෙන්ඩ කැමති නිහතමානි මනුස්සයෙක්...❤️❤️",positive
"ඔබතුමා වැනි උගත්, ප්‍රසිද්ධ ආචාර්යවරයෙක් නොමිලේ මේ විශය සම්බන්ධව කතාකිරීමෙන් අපි කොටස් වෙළදපල ගැන තියෙන බය සැක අඩුවී මුදල් ආයෝජනය කිරීමට හිතට දෛර්යක් ශක්තියක් ලැබුනා.",positive
"ලංකාවෙ ඉන්න අගය කල හැකි හෝමෝසේපියන් සේපියන් කිහිපදෙනාගෙන් කෙනෙක් ...",positive
"බිස්නස් එකක් නැතුව හරිම විදියට කොටස් වෙලදපොල ගැන ඉගෙන ගන්න හිටියෙ ,සර් ම දාපු එක ගැන ගොඩක් සතුටුයි 😘",positive
"ඔබ තුමාට දීර්ගායුෂ ලැබේවා ගුරු තුමනි 💞🙏",positive
"අනේ ගොඩාක් ස්තුතියි ගුරුතුමනි.. කොටස් වෙළඳපොළ ගැන පාඨමාලාවල් ගිනි ගනන්..",positive
"සර්, මේ වගේ විවිධ කාලීන මාතෘකා ගැන කතා කිරීම ඉතා වටිනව .විශ්වාසයකින් ඉගෙන ගන්න පුලුවන් .",positive
"සර් මේක මමත් කාලයක් හෙව්ව දෙයක්....❤❤❤❤සුපිරී",positive
"ඉතා හොද පැහැදිලි කිරීමක්. ගොඩක් ස්තුතියි රුචිර sir.❤️❤️❤️. U tube1 හරිම කිහිපදෙනෙක් විටරයි ජිවිතේට වටින මේ වගේ videos share කරන්නේ. Thank u sir.",positive
"ඔබ  තමාගේ  දුරකථන අංකය  ලබාදෙන්න  ස්තුතිය සර්",neutral
"හරියටම කියලා දෙන්න සර් ...මුල ඉදන් විඩියොස් ඕනා අපිට.. අපි කැමති කොටස් වෙලදපොල ගැන ඉගෙන ගන්න...",neutral
"බොහෝම හොද කතාවක් සර් ක්‍රිප්ටො මාකට් එකෙ කරන ඉන්වෙස්මන්ට් පිළිබඳව වීඩියෝ එකක් කරන්න පුළුවන් නම්",neutral
"සර් බොහොම පින් 🙏🙏🙏කවුරැ බිස්නස් ගැන කතාකලත් ,සර් තමයි  කොටස් වෙළඳපොල ගැන හරියට පැහැදිලිව කතා කලේ ❤❤❤",positive
"අනේ දිගටම share market එක ගැන දිගටම කියලා දෙන්න සර් pls 🥰🙏. මම share market එකට අලුත් කනට මී පැණි දානවා වගේ සර්ගේ කාරුණික කථා බහ. කියන ඒවත් මතක හිටිනවා 🥰🥰🥰🥰",positive
"මගේ ජීවිතයේ ලබපු ලොකුම ජයග්‍රහණයක් ඔබතුමාගේ දැනුම ලබා ගැනීමට හැකි වීම ස්තුතියි ඔබතුමාට ❤",positive
"Magic වගේ තිබුන දෙයක් සර් ලස්සනට පැහැදිලි කලා.",positive
"better late than never. Start now.",positive
"හොද වැඩක්❤️",positive
"Oya investment karanawada",neutral
"ගොඩක් වටිනවා ❤",positive
"Forex, Quotex, stock, binary මේවගේන් review එකක් ඊලග පාර්ට් එකෙන් ඕනේ .......අද තමයි සෙට් උනේ නියමයි වැඩේ 👍👍",neutral
"ඉගෙන ගන්න ආසයි සර්, මුල සිට  පිළිවෙළින්  කියලා දෙන්න.",neutral
"මොනවද මේ කොටස් කියලා දන්නැතුව හිටියේ...පැහැදිලියි..වැදගත්...👈",positive
"අම්මෝ මාර වටින වීඩියෝ එකක් 🙂🔥. ඔයාගේ ඉස්සරහට කරන්න ඉන්න අනිත් වීඩියෝ පස්සට දාලා හරි කමක් නෑ, මේකේ අනිත් වීඩියෝ ටිකත් ඉක්මනට දාන්න 🥲. Thank you so much for the information ❤️🙂",positive
